"Tipo Vehículo","Capacidad en Centrimetros Cubicos","Tipo de Transmisión","Kilometros Recorridos","Tipo Combustible","Asientos","Consumo de Combustible en Kilometros por litro","Año Modelo","Valor de Reventa"
"Accord Sedán","1198","Manual","90000","Petrol","5","18","2014","19740"
"Accord Sedán","1497","Automatic","70000","Petrol","5","16.8","2013","19668"
"Accord Sedán","1497","Automatic","37535","Petrol","5","18","2014","19620"
"Accord Sedán","1497","Manual","90000","Petrol","5","17.4","2014","19850"
"Accord Sedán","1497","Manual","18069","Petrol","5","17.8","2017","19769"
"Accord Sedán","1198","Manual","50000","Petrol","5","17.8","2018","19906"
"Accord Sedán","1497","Automatic","17459","Petrol","5","18","2019","19885"
"Accord Sedán","1799","Manual","120000","Petrol","5","14.8","2012","19474"
"Accord Sedán","1199","Manual","4412","Petrol","5","18.6","2022","20156"
"Accord Sedán","1497","Manual","100000","Petrol","5","17","2009","19525"
"Accord Sedán","1497","Manual","69974","Petrol","5","17.4","2015","19603"
"Accord Sedán","1497","Manual","41167","Petrol","5","17.8","2017","19685"
"Accord Sedán","1497","Manual","32999","Petrol","5","17.4","2018","19960"
"Accord Sedán","1497","Manual","100637","Petrol","5","16.8","2012","19654"
"Accord Sedán","1497","Automatic","55320","Petrol","5","18","2014","19540"
"Accord Sedán","1198","Manual","49056","Petrol","5","18","2014","19420"
"Accord Sedán","1497","Automatic","50000","Petrol","5","18","2018","19966"
"Accord Sedán","1497","Manual","65683","Petrol","5","16.8","2013","19525"
"Accord Sedán","1497","Manual","28066","Petrol","5","17.4","2015","19639"
"Accord Sedán","1497","Automatic","62176","Petrol","5","18","2017","19825"
"Accord Sedán","1497","Automatic","28419","Petrol","5","18","2014","19520"
"Accord Sedán","1199","Automatic","39409","Petrol","5","19","2018","19918"
"Accord Sedán","1199","Automatic","14878","Petrol","5","19","2019","20020"
"Accord Sedán","1198","Manual","50000","Petrol","5","18","2015","19720"
"Accord Sedán","1497","Manual","95106","Petrol","5","17.4","2014","19440"
"Accord Sedán","1497","Manual","30000","Petrol","5","17.14","2019","20045"
"Accord Sedán","1198","Manual","80183","Petrol","5","18","2013","19261"
"Accord Sedán","1497","Automatic","71105","Petrol","5","18","2015","19522"
"Accord Sedán","1497","Automatic","66000","Petrol","5","18","2015","19810"
"Accord Sedán","1497","Manual","90000","Petrol","5","17.4","2015","19783"
"Accord Sedán","1799","Automatic","30097","Petrol","5","16.5","2020","19974"
"Accord Sedán","1198","Manual","70000","Petrol","5","18","2013","19503"
"Accord Sedán","1497","Manual","90000","Petrol","5","16.9","2006","18964"
"Accord Sedán","1497","Automatic","20000","Petrol","5","18","2015","19513"
"Accord Sedán","1199","Manual","20000","Petrol","5","18.6","2020","20050"
"Accord Sedán","2354","Automatic","100000","Petrol","5","11.7","2010","19258"
"Accord Sedán","1497","Automatic","20000","Petrol","5","18","2019","20075"
"Accord Sedán","1799","Automatic","80000","Petrol","5","12.9","2009","19120"
"Accord Sedán","1497","Automatic","90000","Petrol","5","15.6","2011","19531"
"Accord Sedán","1497","Manual","93153","Petrol","5","17","2009","19585"
"Accord Sedán","1497","Automatic","32461","Petrol","5","18","2018","19780"
"Accord Sedán","1497","Manual","71747","Petrol","5","17.4","2015","19630"
"Accord Sedán","1498","Automatic","16445","Petrol","5","18.3","2021","20200"
"Accord Sedán","1497","Manual","74000","Petrol","5","16.8","2013","19800"
"Accord Sedán","1497","Automatic","60152","Petrol","5","17.4","2019","19860"
"Accord Sedán","1199","Manual","52000","Petrol","5","18.6","2017","19783"
"Accord Sedán","1497","Automatic","24833","Petrol","5","18","2017","19930"
"Accord Sedán","1497","Automatic","56000","Petrol","5","18","2017","19916"
"Accord Sedán","1199","Automatic","38344","Petrol","5","18.3","2019","19850"
"Accord Sedán","1497","Automatic","70160","Petrol","5","18","2018","20020"
"Accord Sedán","1497","Manual","36666","Petrol","5","17.4","2015","19846"
"Accord Sedán","2354","Manual","85108","Petrol","5","12.8","2011","19401"
"Accord Sedán","1198","Automatic","69000","Petrol","5","15.5","2016","19878"
"Accord Sedán","1498","Automatic","17000","Petrol","5","18.3","2021","20182"
"Accord Sedán","1497","Manual","57000","Petrol","5","17.8","2017","19874"
"Accord Sedán","1497","Manual","39000","Petrol","5","17.4","2018","19918"
"Accord Sedán","1497","Manual","65000","Petrol","5","17.4","2015","19810"
"Accord Sedán","1497","Automatic","51000","Petrol","5","18","2015","19585"
"Accord Sedán","1497","Automatic","17677","Petrol","5","18","2019","19885"
"Accord Sedán","1198","Manual","43800","Petrol","5","17.8","2017","19923"
"Accord Sedán","1498","Automatic","40877","Petrol","5","18.3","2020","20022"
"Accord Sedán","1497","Manual","11549","Petrol","5","17","2017","19909"
"Accord Sedán","1198","Manual","29000","Petrol","5","17.8","2018","19828"
"Accord Sedán","1799","Automatic","32163","Petrol","5","13.9","2019","19975"
"Accord Sedán","1497","Automatic","83028","Petrol","5","16.8","2011","19648"
"Accord Sedán","1497","Manual","60970","Petrol","5","17.4","2014","19700"
"Accord Sedán","1497","Manual","80004","Petrol","5","17","2008","19550"
"Accord Sedán","1198","Automatic","51657","Petrol","5","15.5","2015","19792"
"Accord Sedán","1497","Manual","55000","Petrol","5","17.4","2014","19360"
"Accord Sedán","1497","Automatic","56000","Petrol","5","16.8","2012","19222"
"Accord Sedán","1198","Manual","78446","Petrol","5","18","2013","19294"
"Accord Sedán","1497","Automatic","69000","Petrol","5","16.8","2010","19398"
"Accord Sedán","1497","Manual","71619","Petrol","5","16.8","2010","19384"
"Accord Sedán","1198","Manual","100000","Petrol","5","17.8","2017","19783"
"Accord Sedán","1497","Manual","110000","Petrol","5","17","2009","19450"
"Accord Sedán","1497","Automatic","102713","Petrol","5","18","2017","19811"
"Accord Sedán","1497","Manual","67723","Petrol","5","17.4","2015","19765"
"Accord Sedán","1799","Automatic","70000","Petrol","5","13.9","2011","19557"
"Accord Sedán","1799","Manual","120000","Petrol","5","13.5","2009","19135"
"Accord Sedán","1497","Automatic","88483","Petrol","5","18","2017","19664"
"Accord Sedán","1497","Manual","80000","Petrol","5","17","2009","19000"
"Accord Sedán","1497","Automatic","42386","Petrol","5","15.6","2012","19606"
"Accord Sedán","1498","Manual","10000","Petrol","5","18.6","2022","20220"
"Accord Sedán","1497","Manual","89742","Petrol","5","16.8","2011","19622"
"Accord Sedán","1497","Manual","102408","Petrol","5","16.8","2010","19412"
"Accord Sedán","1198","Manual","60000","Petrol","5","18","2014","19390"
"Accord Sedán","1497","Manual","67765","Petrol","5","17","2010","19104"
"Accord Sedán","1497","Manual","19188","Petrol","5","17.8","2016","19686"
"Accord Sedán","1497","Manual","150000","Petrol","5","17.7","2005","19191"
"Accord Sedán","1498","Automatic","9253","Petrol","5","18.3","2021","20167"
"Accord Sedán","1497","Manual","87545","Petrol","5","17.8","2016","19646"
"Accord Sedán","1497","Manual","87116","Petrol","5","17.8","2016","19550"
"Accord Sedán","1497","Manual","48629","Petrol","5","16.8","2013","19624"
"Accord Sedán","1199","Manual","22250","Petrol","5","19.5","2019","20050"
"Accord Sedán","1497","Manual","150000","Petrol","5","16.9","2008","19534"
"Accord Sedán","1198","Manual","66603","Petrol","5","17.8","2017","19818"
"Accord Sedán","1497","Manual","70000","Petrol","5","17","2010","19622"
"Accord Sedán","1198","Manual","55321","Petrol","5","17.8","2017","19720"
"Accord Sedán","1497","Automatic","110045","Petrol","5","15.6","2011","19349"
"Accord Sedán","1497","Manual","90000","Petrol","5","17.7","2008","19022"
"Accord Sedán","1198","Manual","57098","Petrol","5","18","2014","19410"
"Accord Sedán","1497","Automatic","95080","Petrol","5","15.6","2010","19552"
"Accord Sedán","1497","Automatic","80673","Petrol","5","18","2018","20038"
"Accord Sedán","1199","Automatic","10000","Petrol","5","18.3","2022","20184"
"Accord Sedán","1198","Manual","41833","Petrol","5","18","2015","19540"
"Accord Sedán","1497","Manual","98940","Petrol","5","16.8","2012","19642"
"Accord Sedán","1199","Automatic","39427","Petrol","5","19","2019","20040"
"Accord Sedán","1198","Manual","20588","Petrol","5","18","2014","19630"
"Accord Sedán","1198","Manual","37989","Petrol","5","18","2014","19750"
"Accord Sedán","1497","Manual","110000","Petrol","5","17","2009","19105"
"Accord Sedán","1497","Manual","40000","Petrol","5","17.4","2014","19680"
"Accord Sedán","1497","Manual","40000","Petrol","5","16.8","2012","19486"
"Accord Sedán","1497","Manual","43510","Petrol","5","17.4","2015","19603"
"Accord Sedán","1198","Manual","96836","Petrol","5","18","2014","19520"
"Accord Sedán","1199","Manual","49820","Petrol","5","19.5","2017","19818"
"Accord Sedán","1198","Manual","77723","Petrol","5","18","2015","19837"
"Accord Sedán","1498","Automatic","40000","Petrol","5","18.3","2021","20176"
"Accord Sedán","1497","Manual","70000","Petrol","5","17","2010","19132"
"Accord Sedán","1497","Automatic","81296","Petrol","5","18","2016","19950"
"Accord Sedán","1497","Manual","56359","Petrol","5","17.8","2017","19993"
"Accord Sedán","1198","Manual","63761","Petrol","5","18","2015","19558"
"Accord Sedán","1198","Manual","115478","Petrol","5","18","2015","19693"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.14","2017","19657"
"Accord Sedán","1497","Automatic","62242","Petrol","5","18","2014","19790"
"Accord Sedán","1497","Manual","47575","Petrol","5","17.8","2016","19934"
"Accord Sedán","1498","Automatic","10000","Petrol","5","18.3","2023","20271"
"Accord Sedán","1497","Manual","48430","Petrol","5","17.8","2016","19710"
"Accord Sedán","1199","Manual","40000","Petrol","5","19.5","2020","19958"
"Accord Sedán","1198","Automatic","46843","Petrol","5","15.5","2014","19580"
"Accord Sedán","1198","Manual","90000","Petrol","5","17.8","2017","19825"
"Accord Sedán","1198","Manual","115562","Petrol","5","18","2015","19594"
"Accord Sedán","1198","Manual","38624","Petrol","5","18","2014","19460"
"Accord Sedán","1198","Manual","70000","Petrol","5","17.8","2018","20014"
"Accord Sedán","1497","Automatic","90000","Petrol","5","16.8","2009","19510"
"Accord Sedán","1497","Automatic","67373","Petrol","5","18","2017","19993"
"Accord Sedán","1497","Automatic","50000","Petrol","5","18","2019","20065"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.4","2014","19750"
"Accord Sedán","1497","Manual","80000","Petrol","5","16.8","2013","19448"
"Accord Sedán","1198","Manual","17733","Petrol","5","18","2015","19864"
"Accord Sedán","1497","Automatic","92430","Petrol","5","18","2016","19806"
"Accord Sedán","1198","Manual","80000","Petrol","5","18","2015","19558"
"Accord Sedán","1199","Manual","48244","Petrol","5","19.5","2017","19776"
"Accord Sedán","1497","Manual","80000","Petrol","5","17.7","2007","19058"
"Accord Sedán","1198","Manual","115293","Petrol","5","17.8","2017","19720"
"Accord Sedán","1198","Manual","62543","Petrol","5","18","2013","19525"
"Accord Sedán","1199","Manual","47914","Petrol","5","19.5","2018","19996"
"Accord Sedán","1198","Manual","57938","Petrol","5","18","2014","19840"
"Accord Sedán","1198","Manual","60849","Petrol","5","18","2014","19550"
"Accord Sedán","1497","Manual","50000","Petrol","5","17.4","2018","19978"
"Accord Sedán","1198","Manual","48185","Petrol","5","18","2016","19622"
"Accord Sedán","1198","Manual","59000","Petrol","5","18","2015","19639"
"Accord Sedán","1497","Automatic","8000","Petrol","5","18","2022","20198"
"Accord Sedán","1497","Manual","75000","Petrol","5","17.8","2015","19747"
"Accord Sedán","1199","Automatic","21000","Petrol","5","18.1","2020","20106"
"Accord Sedán","1497","Manual","65000","Petrol","5","17.4","2014","19810"
"Accord Sedán","1497","Manual","39000","Petrol","5","17.8","2017","19664"
"Accord Sedán","1497","Manual","62000","Petrol","5","17.4","2016","19782"
"Accord Sedán","1497","Manual","72200","Petrol","5","17.4","2019","19970"
"Accord Sedán","1199","Automatic","28000","Petrol","5","18.1","2019","19970"
"Accord Sedán","1497","Manual","111379","Petrol","5","17","2009","19540"
"Accord Sedán","1497","Manual","31000","Petrol","5","17.4","2019","20090"
"Accord Sedán","1497","Manual","80000","Petrol","5","17.8","2015","19900"
"Accord Sedán","1199","Manual","32274","Petrol","5","18.6","2019","20070"
"Accord Sedán","1198","Manual","47500","Petrol","5","17.8","2017","19874"
"Accord Sedán","1497","Manual","79000","Petrol","5","17.8","2015","19477"
"Accord Sedán","1497","Manual","93779","Petrol","5","17","2014","19370"
"Accord Sedán","1497","Manual","70250","Petrol","5","17","2011","19232"
"Accord Sedán","1198","Manual","71000","Petrol","5","17.8","2017","19972"
"Accord Sedán","1198","Manual","64500","Petrol","5","18","2015","19504"
"Accord Sedán","1497","Manual","77000","Petrol","5","17.8","2016","19862"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.8","2017","19993"
"Accord Sedán","1199","Manual","50676","Petrol","5","18.6","2017","19895"
"Accord Sedán","1497","Automatic","62000","Petrol","5","15.6","2012","19162"
"Accord Sedán","2354","Automatic","68000","Petrol","5","9.8","2011","19700"
"Accord Sedán","1497","Manual","70000","Petrol","5","17","2010","19132"
"Accord Sedán","1497","Manual","52000","Petrol","5","16.8","2012","19246"
"Accord Sedán","1198","Manual","47000","Petrol","5","18","2015","19882"
"Accord Sedán","1497","Manual","76000","Petrol","5","17","2010","19132"
"Accord Sedán","1198","Automatic","61300","Petrol","5","15.5","2015","19828"
"Accord Sedán","1497","Manual","61000","Petrol","5","17.4","2015","19747"
"Accord Sedán","1497","Manual","43000","Petrol","5","17.4","2018","19798"
"Accord Sedán","1497","Manual","72000","Petrol","5","17","2009","19075"
"Accord Sedán","1497","Automatic","55002","Petrol","5","17.4","2019","19865"
"Accord Sedán","1198","Manual","52000","Petrol","5","18","2015","19495"
"Accord Sedán","1199","Manual","49000","Petrol","5","18.6","2018","19984"
"Accord Sedán","1199","Manual","2500","Petrol","5","18.6","2022","20214"
"Accord Sedán","1497","Manual","68629","Petrol","5","16.8","2012","19558"
"Accord Sedán","1497","Manual","76953","Petrol","5","17.4","2018","19792"
"Accord Sedán","1799","Automatic","8100","Petrol","5","16.5","2020","19986"
"Accord Sedán","1497","Manual","50000","Petrol","5","17.8","2014","19370"
"Accord Sedán","1198","Manual","71000","Petrol","5","18","2014","19720"
"Accord Sedán","1497","Manual","53000","Petrol","5","17.8","2016","19694"
"Accord Sedán","1198","Manual","52000","Petrol","5","18","2016","19566"
"Accord Sedán","1497","Manual","43000","Petrol","5","17.4","2018","19876"
"Accord Sedán","1199","Manual","120373","Petrol","5","18.6","2018","19876"
"Accord Sedán","1497","Manual","120000","Petrol","5","17","2009","19015"
"Accord Sedán","1497","Manual","60000","Petrol","5","16.8","2013","19800"
"Accord Sedán","1497","Manual","30000","Petrol","5","17.4","2019","19960"
"Accord Sedán","1199","Automatic","30000","Petrol","5","18.3","2021","20140"
"Accord Sedán","1497","Automatic","30000","Petrol","5","18","2016","19798"
"Accord Sedán","1497","Automatic","70000","Petrol","5","18","2016","19566"
"Accord Sedán","1799","Manual","100000","Petrol","5","13.5","2009","18970"
"Accord Sedán","1497","Automatic","70000","Petrol","5","18","2016","19846"
"Accord Sedán","1497","Automatic","80000","Petrol","5","18","2014","19480"
"Accord Sedán","1497","Automatic","100000","Petrol","5","16.8","2012","19270"
"Accord Sedán","1199","Manual","40000","Petrol","5","18.6","2022","20220"
"Accord Sedán","2354","Automatic","70000","Petrol","5","11.7","2011","19180"
"Accord Sedán","1498","Manual","10000","Petrol","5","18.6","2021","20053"
"Accord Sedán","1497","Manual","110000","Petrol","5","16.8","2012","19234"
"Accord Sedán","1497","Manual","110000","Petrol","5","16.8","2012","19234"
"Accord Sedán","1497","Manual","110360","Petrol","5","17","2010","19608"
"Accord Sedán","1497","Automatic","78372","Petrol","5","18","2016","19694"
"Accord Sedán","1497","Manual","76908","Petrol","5","17","2010","19468"
"Accord Sedán","1199","Automatic","39485","Petrol","5","19","2019","19855"
"Accord Sedán","1199","Manual","35163","Petrol","5","19.5","2019","19965"
"Accord Sedán","1497","Manual","72146","Petrol","5","16.8","2012","19198"
"Accord Sedán","1198","Manual","30513","Petrol","5","18","2016","19678"
"Accord Sedán","1199","Manual","17270","Petrol","5","19.5","2019","20050"
"Accord Sedán","1198","Manual","51258","Petrol","5","18","2013","19668"
"Accord Sedán","1497","Manual","99193","Petrol","5","17","2010","19202"
"Accord Sedán","1198","Manual","69704","Petrol","5","18","2016","19870"
"Accord Sedán","1199","Automatic","18200","Petrol","5","18.3","2019","19895"
"Accord Sedán","1497","Manual","65000","Petrol","5","16.8","2013","19514"
"Accord Sedán","1497","Automatic","26900","Petrol","5","18","2021","20134"
"Accord Sedán","1497","Automatic","49000","Petrol","5","18","2015","19468"
"Accord Sedán","1497","Automatic","38000","Petrol","5","18","2017","19853"
"Accord Sedán","1497","Automatic","43000","Petrol","5","18","2014","19390"
"Accord Sedán","1497","Automatic","65004","Petrol","5","16.8","2013","19470"
"Accord Sedán","1497","Automatic","63000","Petrol","5","15.6","2011","19661"
"Accord Sedán","1497","Manual","46000","Petrol","5","17.4","2019","19870"
"Accord Sedán","1198","Automatic","37000","Petrol","5","15.5","2013","19591"
"Accord Sedán","1497","Automatic","32000","Petrol","5","18","2017","19699"
"Accord Sedán","1199","Automatic","22000","Petrol","5","18.3","2022","20174"
"Accord Sedán","1497","Automatic","61000","Petrol","5","17.4","2018","19792"
"Accord Sedán","1497","Automatic","50000","Petrol","5","18","2014","19530"
"Accord Sedán","1497","Manual","26000","Petrol","5","17.4","2015","19594"
"Accord Sedán","1497","Manual","37000","Petrol","5","17.8","2014","19430"
"Accord Sedán","1498","Manual","46000","Petrol","5","18.6","2014","19840"
"Accord Sedán","1199","Automatic","19000","Petrol","5","19","2019","20100"
"Accord Sedán","2354","Automatic","44000","Petrol","5","11.7","2013","19338"
"Accord Sedán","1199","Automatic","28000","Petrol","5","19","2018","19780"
"Accord Sedán","1497","Manual","57000","Petrol","5","17","2011","19518"
"Accord Sedán","1497","Automatic","36000","Petrol","5","15.6","2012","19294"
"Accord Sedán","1497","Automatic","37000","Petrol","5","18","2016","19726"
"Accord Sedán","1497","Automatic","66884","Petrol","5","16.4","2018","19828"
"Accord Sedán","1497","Automatic","64000","Petrol","5","16.8","2013","19393"
"Accord Sedán","1497","Automatic","56000","Petrol","5","18","2015","19549"
"Accord Sedán","1497","Manual","43000","Petrol","5","17.8","2016","19726"
"Accord Sedán","1497","Automatic","55600","Petrol","5","15.6","2012","19666"
"Accord Sedán","1497","Automatic","26000","Petrol","5","18","2017","19860"
"Accord Sedán","1199","Automatic","17000","Petrol","5","19","2018","19888"
"Accord Sedán","1497","Automatic","39000","Petrol","5","17.4","2018","19900"
"Accord Sedán","2354","Manual","85900","Petrol","5","12.8","2011","19466"
"Accord Sedán","1497","Automatic","40000","Petrol","5","18","2015","19648"
"Accord Sedán","1498","Automatic","38000","Petrol","5","18.3","2020","20146"
"Accord Sedán","1799","Automatic","32000","Petrol","5","16.5","2019","19910"
"Accord Sedán","1198","Manual","52075","Petrol","5","18","2013","19371"
"Accord Sedán","1497","Automatic","53100","Petrol","5","18","2016","19702"
"Accord Sedán","1497","Manual","23641","Petrol","5","17.4","2017","19811"
"Accord Sedán","1497","Manual","62002","Petrol","5","17.4","2014","19370"
"Accord Sedán","1199","Manual","39000","Petrol","5","18.6","2017","19986"
"Accord Sedán","1498","Automatic","22910","Petrol","5","18.4","2022","20150"
"Accord Sedán","1497","Automatic","65000","Petrol","5","16.8","2013","19756"
"Accord Sedán","1199","Automatic","15000","Petrol","5","19","2018","19930"
"Accord Sedán","1497","Automatic","55102","Petrol","5","18","2015","19657"
"Accord Sedán","1497","Automatic","55000","Petrol","5","18","2015","19666"
"Accord Sedán","1497","Manual","48000","Petrol","5","17.8","2017","19748"
"Accord Sedán","1497","Automatic","36000","Petrol","5","18","2017","19699"
"Accord Sedán","1497","Manual","72791","Petrol","5","17.4","2017","19853"
"Accord Sedán","1497","Manual","71910","Petrol","5","17.4","2017","19902"
"Accord Sedán","1497","Manual","70699","Petrol","5","17.4","2017","19930"
"Accord Sedán","1497","Manual","70693","Petrol","5","17.4","2017","19895"
"Accord Sedán","1497","Manual","51000","Petrol","5","17.4","2015","19855"
"Accord Sedán","1497","Manual","10000","Petrol","5","17.8","2016","19726"
"Accord Sedán","1497","Manual","100000","Petrol","5","17","2010","18964"
"Accord Sedán","1198","Automatic","70000","Petrol","5","15.5","2014","19730"
"Accord Sedán","1198","Manual","50000","Petrol","5","17.8","2018","19852"
"Accord Sedán","1497","Automatic","39482","Petrol","5","18","2018","19846"
"Accord Sedán","1497","Manual","59603","Petrol","5","17.8","2014","19580"
"Accord Sedán","1497","Automatic","1858","Petrol","5","16.4","2023","20291"
"Accord Sedán","1199","Manual","69607","Petrol","5","18.6","2015","19513"
"Accord Sedán","1199","Manual","27048","Petrol","5","18.6","2016","19830"
"Accord Sedán","1497","Manual","31346","Petrol","5","17.4","2018","19990"
"Accord Sedán","1497","Manual","14715","Petrol","5","17.4","2019","19970"
"Accord Sedán","1199","Manual","84146","Petrol","5","18.6","2013","19602"
"Accord Sedán","1497","Automatic","102662","Petrol","5","18","2014","19380"
"Accord Sedán","1497","Automatic","19508","Petrol","5","16.4","2022","20156"
"Accord Sedán","1497","Manual","68220","Petrol","5","17","2010","19328"
"Accord Sedán","1498","Automatic","90000","Petrol","5","18.3","2018","20050"
"Accord Sedán","1199","Manual","33242","Petrol","5","19.5","2018","20014"
"Accord Sedán","1199","Automatic","16883","Petrol","5","19","2019","20065"
"Accord Sedán","1497","Manual","58404","Petrol","5","17","2012","19162"
"Accord Sedán","1199","Automatic","12064","Petrol","5","19","2019","19895"
"Accord Sedán","1497","Manual","40765","Petrol","5","17.8","2015","19756"
"Accord Sedán","1497","Manual","46062","Petrol","5","17.4","2021","20188"
"Accord Sedán","1497","Manual","9982","Petrol","5","17","2018","19942"
"Accord Sedán","1497","Manual","80593","Petrol","5","17","2011","19297"
"Accord Sedán","1497","Automatic","48979","Petrol","5","18","2018","19870"
"Accord Sedán","1198","Manual","30000","Petrol","5","18","2015","19846"
"Accord Sedán","1497","Manual","47745","Petrol","5","16.8","2011","19414"
"Accord Sedán","1497","Automatic","42000","Petrol","5","16.8","2013","19767"
"Accord Sedán","1497","Manual","80000","Petrol","5","17.7","2008","19182"
"Accord Sedán","1497","Automatic","54627","Petrol","5","15.6","2012","19378"
"Accord Sedán","1497","Automatic","5000","Petrol","5","18","2022","20184"
"Accord Sedán","1198","Manual","74252","Petrol","5","18","2013","19327"
"Accord Sedán","1199","Manual","54856","Petrol","5","18.6","2019","20010"
"Accord Sedán","1199","Manual","33000","Petrol","5","18.6","2016","19606"
"Accord Sedán","1497","Manual","80000","Petrol","5","17.8","2014","19500"
"Accord Sedán","1199","Manual","30000","Petrol","5","18.6","2022","20228"
"Accord Sedán","1497","Manual","100000","Petrol","5","17","2010","19594"
"Accord Sedán","1497","Automatic","61000","Petrol","5","17.4","2021","20065"
"Accord Sedán","1199","Manual","59858","Petrol","5","19.5","2018","19810"
"Accord Sedán","1199","Automatic","98328","Petrol","5","18.1","2019","20055"
"Accord Sedán","1497","Manual","58028","Petrol","5","16.8","2012","19462"
"Accord Sedán","1497","Manual","109832","Petrol","5","17.4","2014","19710"
"Accord Sedán","1497","Automatic","59000","Petrol","5","16.8","2010","19524"
"Accord Sedán","1497","Manual","56186","Petrol","5","17.4","2015","19792"
"Accord Sedán","1198","Manual","56715","Petrol","5","18","2014","19460"
"Accord Sedán","1497","Automatic","60000","Petrol","5","18","2014","19590"
"Accord Sedán","1198","Manual","75000","Petrol","5","18","2015","19612"
"Accord Sedán","1198","Automatic","52849","Petrol","5","15.5","2013","19481"
"Accord Sedán","1497","Automatic","26797","Petrol","5","18","2016","19678"
"Accord Sedán","1198","Manual","65452","Petrol","5","17.8","2017","19916"
"Accord Sedán","1198","Manual","79751","Petrol","5","18","2015","19693"
"Accord Sedán","1497","Automatic","33108","Petrol","5","17.4","2019","19970"
"Accord Sedán","1497","Manual","62000","Petrol","5","17.4","2017","19916"
"Accord Sedán","1497","Manual","63000","Petrol","5","17","2011","19284"
"Accord Sedán","1198","Manual","50000","Petrol","5","17.8","2019","19990"
"Accord Sedán","1198","Manual","42500","Petrol","5","18","2014","19650"
"Accord Sedán","1199","Automatic","58000","Petrol","5","18.3","2018","19990"
"Accord Sedán","1497","Manual","38000","Petrol","5","17.8","2015","19648"
"Accord Sedán","1497","Manual","48800","Petrol","5","17.8","2016","19790"
"Accord Sedán","1497","Manual","6800","Petrol","5","17.4","2021","20071"
"Accord Sedán","1199","Automatic","26500","Petrol","5","18.3","2019","20050"
"Accord Sedán","1497","Manual","82000","Petrol","5","17","2009","19525"
"Accord Sedán","1497","Manual","55000","Petrol","5","17.4","2014","19790"
"Accord Sedán","1497","Manual","48000","Petrol","5","17.8","2017","19685"
"Accord Sedán","1497","Automatic","40000","Petrol","5","18","2017","19958"
"Accord Sedán","1198","Manual","89000","Petrol","5","18","2013","19327"
